SECID,BOARDID,SHORTNAME,PREVPRICE,LOTSIZE,FACEVALUE,STATUS,BOARDNAME,DECIMALS,SECNAME,REMARKS,MARKETCODE,INSTRID,SECTORID,MINSTEP,PREVWAPRICE,FACEUNIT,PREVDATE,ISSUESIZE,ISIN,LATNAME,REGNUMBER,PREVLEGALCLOSEPRICE,PREVADMITTEDQUOTE,CURRENCYID,SECTYPE,LISTLEVEL,SETTLEDATE,1 min,1 quarter,1 week,10 min,1 day,1 month,1 hour
ABRD,TQBR,АбрауДюрсо,198.0,10,1.0,A,Т+: Акции и ДР - безадрес.,1,Абрау-Дюрсо ПАО ао,,FNDT,EQIN,,0.5,198.5,SUR,2021-06-15,98000184,RU000A0JS5T7,Abrau-Durso ao,1-02-12500-A,198.5,198.5,SUR,1,3,2021-06-18,2014-06-09 10:50:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:50:00 / 2021-06-16 18:39:09,2014-06-09 00:00:00 / 2021-06-16 21:55:50,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:39:09
ACKO,TQBR,АСКО ао,5.96,100,1.0,A,Т+: Акции и ДР - безадрес.,2,АСКО-СТРАХОВАНИЕ ПАО ао,,FNDT,EQIN,,0.02,5.98,SUR,2021-06-15,536000000,RU000A0JXS91,ASKO-STRAKHOVANIE ao,1-01-52065-Z,5.98,5.98,SUR,1,3,2021-06-18,2017-07-11 12:39:00 / 2021-06-16 18:59:59,2017-07-01 00:00:00 / 2021-06-16 00:00:00,2017-07-10 00:00:00 / 2021-06-16 00:00:00,2017-07-11 12:30:00 / 2021-06-16 18:19:20,2017-07-11 00:00:00 / 2021-06-16 21:55:50,2017-07-01 00:00:00 / 2021-06-16 00:00:00,2017-07-11 12:00:00 / 2021-06-16 18:19:20
AFKS,TQBR,Система ао,32.428,100,0.09,A,Т+: Акции и ДР - безадрес.,3,"АФК ""Система"" ПАО ао",,FNDT,EQIN,,0.001,32.863,SUR,2021-06-15,9650000000,RU000A0DQZE3,AFK Sistema,1-05-01669-A,32.3,32.3,SUR,1,1,2021-06-18,2014-06-09 10:01:00 / 2021-06-16 21:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:55:49,2014-06-09 00:00:00 / 2021-06-16 21:55:50,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:55:49
AFLT,TQBR,Аэрофлот,71.06,10,1.0,A,Т+: Акции и ДР - безадрес.,2,Аэрофлот-росс.авиалин(ПАО)ао,,FNDT,EQIN,,0.02,71.56,SUR,2021-06-15,2444535448,RU0009062285,Aeroflot,1-01-00010-A,71.02,71.02,SUR,1,1,2021-06-18,2011-12-15 10:00:00 / 2021-06-16 21:59:59,2007-07-01 00:00:00 / 2021-06-16 00:00:00,2007-08-20 00:00:00 / 2021-06-16 00:00:00,2011-12-08 10:00:00 / 2021-06-16 21:56:07,2007-08-21 00:00:00 / 2021-06-16 21:55:50,2007-08-01 00:00:00 / 2021-06-16 00:00:00,2011-11-17 10:00:00 / 2021-06-16 21:56:07
AGRO,TQBR,AGRO-гдр,1008.0,1,0.0,A,Т+: Акции и ДР - безадрес.,1,ГДР ROS AGRO PLC ORD SHS,,FNDT,EQIN,,0.2,1016.2,USD,2021-06-15,0,US7496552057,GDR ROS AGRO PLC ORD SHS,,1008.0,1008.0,SUR,D,1,2021-06-18,2014-12-01 15:10:00 / 2021-06-16 18:59:59,2014-10-01 00:00:00 / 2021-06-16 00:00:00,2014-12-01 00:00:00 / 2021-06-16 00:00:00,2014-12-01 15:10:00 / 2021-06-16 18:48:14,2014-12-01 00:00:00 / 2021-06-16 21:55:50,2014-12-01 00:00:00 / 2021-06-16 00:00:00,2014-12-01 15:00:00 / 2021-06-16 18:48:14
AKRN,TQBR,Акрон,5958.0,1,5.0,A,Т+: Акции и ДР - безадрес.,0,Акрон ПАО ао,,FNDT,EQIN,,2.0,5962.0,SUR,2021-06-15,40534000,RU0009028674,Acron,1-03-00207-A,5958.0,5958.0,SUR,1,2,2021-06-18,2014-06-09 10:00:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:49:59,2014-06-09 00:00:00 / 2021-06-16 21:55:50,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:59:59
ALBK,TQBR,БестЭфБ ао,69.0,10,10.0,A,Т+: Акции и ДР - безадрес.,1,Бест Эффортс Банк ПАО ао,,FNDT,EQIN,,0.5,69.5,SUR,2021-06-15,56490000,RU000A0JS2M9,Best Efforts Bank ao,10400435B,69.0,69.0,SUR,1,3,2021-06-18,2014-06-25 17:43:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-23 00:00:00 / 2021-06-16 00:00:00,2014-06-25 17:40:00 / 2021-06-16 18:19:59,2014-06-25 00:00:00 / 2021-06-16 21:55:50,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-25 17:00:00 / 2021-06-16 18:20:19
ALNU,TQBR,АЛРОСА-Нюр,65400.0,1,25.0,N,Т+: Акции и ДР - безадрес.,0,АЛРОСА-Нюрба ПАО ао,,FNDT,EQIN,,200.0,65000.0,SUR,2021-06-15,800000,RU000A0JP468,ALROSA-Nurba ao,1-01-20179-F,65400.0,65400.0,SUR,1,3,2021-06-18,2014-06-16 13:59:00 / 2021-05-11 18:34:00,2014-04-01 00:00:00 / 2021-04-01 00:00:00,2014-06-16 00:00:00 / 2021-05-10 00:00:00,2014-06-16 13:50:00 / 2021-05-11 18:30:00,2014-06-16 00:00:00 / 2021-05-11 00:00:00,2014-06-01 00:00:00 / 2021-05-01 00:00:00,2014-06-16 13:00:00 / 2021-05-11 18:00:00
ALRS,TQBR,АЛРОСА ао,137.69,10,0.5,A,Т+: Акции и ДР - безадрес.,2,АЛРОСА ПАО ао,,FNDT,EQIN,,0.01,138.98,SUR,2021-06-15,7364965630,RU0007252813,ALROSA ao,1-03-40046-N,137.36,137.36,SUR,1,1,2021-06-18,2012-10-02 10:03:00 / 2021-06-16 21:59:59,2012-10-01 00:00:00 / 2021-06-16 00:00:00,2012-10-01 00:00:00 / 2021-06-16 00:00:00,2012-10-02 10:00:00 / 2021-06-16 21:56:08,2012-10-02 00:00:00 / 2021-06-16 21:55:50,2012-10-01 00:00:00 / 2021-06-16 00:00:00,2012-10-02 10:00:00 / 2021-06-16 21:56:08
AMEZ,TQBR,АшинскийМЗ,12.36,100,1.0,A,Т+: Акции и ДР - безадрес.,3, Ашинский метзавод ПАО ао,,FNDT,EQIN,,0.005,12.485,SUR,2021-06-15,498454822,RU000A0B88G6,Ashinckiy metzavod PAO,1-03-45219-D,12.36,12.36,SUR,1,2,2021-06-18,2014-06-09 11:19:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 11:10:00 / 2021-06-16 18:46:08,2014-06-09 00:00:00 / 2021-06-16 21:55:50,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 11:00:00 / 2021-06-16 18:46:08
APTK,TQBR,Аптеки36и6,13.712,10,0.64,A,Т+: Акции и ДР - безадрес.,3,"ПАО ""Аптечная сеть 36,6"" ао",,FNDT,EQIN,,0.002,13.782,SUR,2021-06-15,7630433826,RU0008081765,"Apteki 36,6",1-01-07335-A,13.712,13.712,SUR,1,2,2021-06-18,2014-06-09 10:07:00 / 2021-06-16 18:48:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:49:09,2014-06-09 00:00:00 / 2021-06-16 21:55:50,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:49:09
AQUA,TQBR,РусАква ао,315.0,10,100.0,A,Т+: Акции и ДР - безадрес.,1,Русская Аквакультура ПАО ао,,FNDT,EQIN,,0.5,316.5,SUR,2021-06-15,87876649,RU000A0JQTS3,Russkaya Akvakul'tura,1-01-04461-D,315.0,315.0,SUR,1,2,2021-06-18,2015-06-10 12:45:00 / 2021-06-16 18:59:59,2015-04-01 00:00:00 / 2021-06-16 00:00:00,2015-06-08 00:00:00 / 2021-06-16 00:00:00,2015-06-10 12:40:00 / 2021-06-16 18:49:59,2015-06-10 00:00:00 / 2021-06-16 21:55:50,2015-06-01 00:00:00 / 2021-06-16 00:00:00,2015-06-10 12:00:00 / 2021-06-16 18:59:59
ARSA,TQBR,Арсагера,6.63,1000,1.0,A,Т+: Акции и ДР - безадрес.,2,УК Арсагера ПАО-ао,,FNDT,EQIN,,0.01,6.53,SUR,2021-06-15,123817165,RU000A0JP0Q7,UK Arsagera,1-01-03163-D,6.63,6.63,SUR,1,3,2021-06-18,2014-06-09 14:18:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 14:10:00 / 2021-06-16 18:49:09,2014-06-09 00:00:00 / 2021-06-16 21:55:50,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 14:00:00 / 2021-06-16 18:49:09
ASSB,TQBR,АстрЭнСб,0.9,1000,0.007,A,Т+: Акции и ДР - безадрес.,4,"""Астраханская ЭСК"" ПАО",,FNDT,EQIN,,0.0005,0.8995,SUR,2021-06-15,773900078,RU000A0D8MM8,Astrakhan Energo Sbyt,1-01-55064-E,0.9,0.9,SUR,1,3,2021-06-18,2014-06-09 13:41:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 13:40:00 / 2021-06-16 18:39:59,2014-06-09 00:00:00 / 2021-06-16 21:55:50,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 13:00:00 / 2021-06-16 18:40:10
AVAN,TQBR,Авангрд-ао,1160.0,1,10.0,A,Т+: Акции и ДР - безадрес.,0,"АКБ ""АВАНГАРД"" ПАО ао",,FNDT,EQIN,,5.0,1165.0,SUR,2021-06-15,80700000,RU000A0DM7B3,"AKB ""AVANGARD""",10102879B,1160.0,1160.0,SUR,1,3,2021-06-18,2014-11-20 10:57:00 / 2021-06-16 18:59:59,2014-10-01 00:00:00 / 2021-06-16 00:00:00,2014-11-17 00:00:00 / 2021-06-16 00:00:00,2014-11-20 10:50:00 / 2021-06-16 18:39:08,2014-11-20 00:00:00 / 2021-06-16 21:55:50,2014-11-01 00:00:00 / 2021-06-16 00:00:00,2014-11-20 10:00:00 / 2021-06-16 18:39:08
BANE,TQBR,Башнефт ао,1532.5,1,1.0,A,Т+: Акции и ДР - безадрес.,1,Башнефть АНК ао,,FNDT,EQIN,,0.5,1539.0,SUR,2021-06-15,147846489,RU0007976957,Bashneft ANK ao,1-01-00013-A,1532.5,1532.5,SUR,1,3,2021-06-18,2014-06-09 10:00:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:49:09,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:49:09
BANEP,TQBR,Башнефт ап,1164.5,1,1.0,A,Т+: Акции и ДР - безадрес.,1,Башнефть АНК ап,,FNDT,EQIN,,0.5,1166.5,SUR,2021-06-15,29788012,RU0007976965,Bashneft ANK ap,2-01-00013-A,1164.5,1164.5,SUR,2,3,2021-06-18,2014-06-09 10:01:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:49:59,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:59:59
BELU,TQBR,Белуга ао,2830.0,1,100.0,A,Т+: Акции и ДР - безадрес.,0,Белуга Групп ПАО ао,,FNDT,EQIN,,1.0,2868.0,SUR,2021-06-15,15800000,RU000A0HL5M1,Beluga Group ao,1-01-55052-E,2830.0,2830.0,SUR,1,2,2021-06-18,2017-08-01 10:13:00 / 2021-06-16 18:59:59,2017-07-01 00:00:00 / 2021-06-16 00:00:00,2017-07-31 00:00:00 / 2021-06-16 00:00:00,2017-08-01 10:10:00 / 2021-06-16 18:48:14,2017-08-01 00:00:00 / 2021-06-16 21:56:08,2017-08-01 00:00:00 / 2021-06-16 00:00:00,2017-08-01 10:00:00 / 2021-06-16 18:48:14
BISV,TQBR,БашИнСв ао,8.67,100,1.0,A,Т+: Акции и ДР - безадрес.,2,Башинформсвязь(ПАО) ао,,FNDT,EQIN,,0.05,8.75,SUR,2021-06-15,949023840,RU0009059216,BashInformSvyaz ao,1-01-00011-A,8.7,8.7,SUR,1,3,2021-06-18,2014-06-09 10:32:00 / 2015-10-20 12:38:00,2014-04-01 00:00:00 / 2015-10-01 00:00:00,2014-06-09 00:00:00 / 2015-10-19 00:00:00,2014-06-09 10:30:00 / 2015-10-20 12:30:00,2014-06-09 00:00:00 / 2015-10-20 00:00:00,2014-06-01 00:00:00 / 2015-10-01 00:00:00,2014-06-09 10:00:00 / 2015-10-20 12:00:00
BISVP,TQBR,БашИнСв ап,9.14,100,1.0,A,Т+: Акции и ДР - безадрес.,2,Башинформсвязь(ПАО) ап,,FNDT,EQIN,,0.01,9.1,SUR,2021-06-15,36165270,RU0009100176,BashInformSvyaz ap,2-01-00011-A,9.14,9.14,SUR,2,3,2021-06-18,2014-06-09 16:25:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 16:20:00 / 2021-06-16 18:15:22,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 16:00:00 / 2021-06-16 18:15:22
BLNG,TQBR,Белон ао,7.135,100,0.01,A,Т+: Акции и ДР - безадрес.,3,Белон ОАО ао,,FNDT,EQIN,,0.005,6.985,SUR,2021-06-15,1150000000,RU000A0J2QG8,Belon ao,1-06-10167-F,7.095,7.095,SUR,1,3,2021-06-18,2014-06-09 10:26:00 / 2021-06-16 17:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:20:00 / 2021-06-16 17:09:59,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 17:10:20
BRZL,TQBR,БурЗолото,1274.0,1,0.025,A,Т+: Акции и ДР - безадрес.,0,Бурятзолото ПАО ао,,FNDT,EQIN,,1.0,1278.0,SUR,2021-06-15,7027270,RU0009288658,Buryatzoloto ao,1-06-20577-F,1274.0,1274.0,SUR,1,3,2021-06-18,2014-06-09 12:18:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 12:10:00 / 2021-06-16 18:46:09,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 12:00:00 / 2021-06-16 18:46:09
BSPB,TQBR,БСП ао,69.3,10,1.0,A,Т+: Акции и ДР - безадрес.,2,"ПАО ""Банк ""Санкт-Петербург"" ао",,FNDT,EQIN,,0.01,69.45,SUR,2021-06-15,487554167,RU0009100945,BSP,10300436B,69.3,69.3,SUR,1,1,2021-06-18,2014-06-09 10:06:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:49:10,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:49:10
BSPBP,TQBR,БСП ап,20.0,1000,1.0,A,Т+: Акции и ДР - безадрес.,4,Банк Санкт-Петербург ап,,FNDT,EQIN,,0.0002,20.1572,SUR,2021-06-15,20100000,RU000A0JP0U9,BSP ap,20100436B,20.0,20.0,SUR,2,3,2021-06-18,2021-04-19 15:04:00 / 2021-06-16 17:59:59,2021-04-01 00:00:00 / 2021-06-16 00:00:00,2021-04-19 00:00:00 / 2021-06-16 00:00:00,2021-04-19 15:00:00 / 2021-06-16 17:59:07,2021-04-19 00:00:00 / 2021-06-16 21:56:08,2021-04-01 00:00:00 / 2021-06-16 00:00:00,2021-04-19 15:00:00 / 2021-06-16 17:59:07
CBOM,TQBR,МКБ ао,6.519,100,1.0,A,Т+: Акции и ДР - безадрес.,3,"""МКБ"" ПАО ао",,FNDT,EQIN,,0.001,6.555,SUR,2021-06-15,33429709866,RU000A0JUG31,MKB ao,10101978B,6.523,6.523,SUR,1,1,2021-06-18,2015-07-01 09:59:00 / 2021-06-16 21:59:59,2015-07-01 00:00:00 / 2021-06-16 00:00:00,2015-06-29 00:00:00 / 2021-06-16 00:00:00,2015-07-01 09:50:00 / 2021-06-16 21:56:07,2015-07-01 00:00:00 / 2021-06-16 21:56:08,2015-07-01 00:00:00 / 2021-06-16 00:00:00,2015-07-01 09:00:00 / 2021-06-16 21:56:07
CHEP,TQBR,ЧТПЗ ао,314.0,10,1.0,A,Т+: Акции и ДР - безадрес.,1,"""ЧТПЗ"" ПАО ао",,FNDT,EQIN,,0.5,314.5,SUR,2021-06-15,305696336,RU0009066807,CHTPZ,1-01-00182-A,314.0,314.0,SUR,1,3,2021-06-18,2014-06-10 18:13:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-10 18:10:00 / 2021-06-16 18:29:59,2014-06-10 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-10 18:00:00 / 2021-06-16 18:30:10
CHGZ,TQBR,РН-ЗапСиб,43.4,10,0.1,A,Т+: Акции и ДР - безадрес.,1,РН-Западная Сибирь ПАО ао,,FNDT,EQIN,,0.2,43.4,SUR,2021-06-15,26771420,RU0009082291,RN-Western Siberia ao,1-01-00185-A,43.4,43.4,SUR,1,3,2021-06-18,2014-06-18 16:37:00 / 2021-06-16 17:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-16 00:00:00 / 2021-06-16 00:00:00,2014-06-18 16:30:00 / 2021-06-16 17:18:08,2014-06-18 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-18 16:00:00 / 2021-06-16 17:18:08
CHKZ,TQBR,ЧКПЗ ао,5760.0,1,200.0,A,Т+: Акции и ДР - безадрес.,0,"""ЧКПЗ"" ПАО ао",,FNDT,EQIN,,20.0,5740.0,SUR,2021-06-15,600216,RU000A0JNST0,CKPZ,1-03-45058-D,5740.0,5740.0,SUR,1,3,2021-06-18,2014-06-09 10:04:00 / 2021-06-15 10:27:00,2014-04-01 00:00:00 / 2021-04-01 00:00:00,2014-06-09 00:00:00 / 2021-06-14 00:00:00,2014-06-09 10:00:00 / 2021-06-15 10:20:00,2014-06-09 00:00:00 / 2021-06-15 00:00:00,2014-06-01 00:00:00 / 2021-06-01 00:00:00,2014-06-09 10:00:00 / 2021-06-15 10:00:00
CHMF,TQBR,СевСт-ао,1695.0,1,0.01,A,Т+: Акции и ДР - безадрес.,1,Северсталь (ПАО)ао,,FNDT,EQIN,,0.2,1701.0,SUR,2021-06-15,837718660,RU0009046510,Severstal - ao,1-02-00143-A,1697.0,1697.0,SUR,1,1,2021-06-18,2014-06-09 10:00:00 / 2021-06-16 21:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:56:08,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 21:56:08
CHMK,TQBR,ЧМК ао,4070.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,"""ЧМК"" ПАО ао",,FNDT,EQIN,,5.0,4100.0,SUR,2021-06-15,3161965,RU0007665170,CMK,1-01-00080-A,4065.0,4065.0,SUR,1,3,2021-06-18,2014-06-09 10:57:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:50:00 / 2021-06-16 18:46:09,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:46:09
CNTL,TQBR,Телеграф,15.74,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Центральный Телеграф"" ПАО ао",,FNDT,EQIN,,0.02,15.78,SUR,2021-06-15,166167000,RU0007665147,Centrlnyi Telegraf,1-03-00327-A,15.72,15.72,SUR,1,3,2021-06-18,2014-06-09 11:55:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 11:50:00 / 2021-06-16 18:46:07,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 11:00:00 / 2021-06-16 18:46:07
CNTLP,TQBR,Телеграф-п,12.42,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Центральный Телеграф"" ПАО ап",,FNDT,EQIN,,0.02,12.46,SUR,2021-06-15,55389000,RU0007665139,Centrlnyi Telegraf ap,2-03-00327-A,12.4,12.4,SUR,2,3,2021-06-18,2014-06-09 10:31:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:30:00 / 2021-06-16 18:46:07,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 10:00:00 / 2021-06-16 18:46:07
DERZP,TQBR,Держава ап,,1,4915.0,A,Т+: Акции и ДР - безадрес.,1,Держава ап,,FNDT,EQIN,,0.5,,SUR,2021-06-15,2000,RU000A1021R0,DERZHAVA pref,2-03-02738-B,,,SUR,2,3,2021-06-18,,,,,,,
DIOD,TQBR,ЗаводДИОД,12.19,100,0.01,A,Т+: Акции и ДР - безадрес.,2,Завод ДИОД ПАО ао,,FNDT,EQIN,,0.01,12.04,SUR,2021-06-15,91500000,RU000A0JQWC1,Zavod DIOD ao,1-03-06923-A,12.19,12.19,SUR,1,3,2021-06-18,2014-06-09 12:38:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 12:30:00 / 2021-06-16 18:39:59,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 12:00:00 / 2021-06-16 18:40:08
DSKY,TQBR,ДетскийМир,149.2,10,0.0004,A,Т+: Акции и ДР - безадрес.,2,ПАО Детский мир,,FNDT,EQIN,,0.02,149.52,SUR,2021-06-15,739000000,RU000A0JSQ90,Detsky mir,1-02-00844-A,148.76,148.76,SUR,1,1,2021-06-18,2017-02-10 09:59:00 / 2021-06-16 21:59:59,2017-01-01 00:00:00 / 2021-06-16 00:00:00,2017-02-06 00:00:00 / 2021-06-16 00:00:00,2017-02-10 09:50:00 / 2021-06-16 21:56:08,2017-02-10 00:00:00 / 2021-06-16 21:56:08,2017-02-01 00:00:00 / 2021-06-16 00:00:00,2017-02-10 09:00:00 / 2021-06-16 21:56:08
DVEC,TQBR,ДЭК ао,0.805,1000,1.0,A,Т+: Акции и ДР - безадрес.,3,"""ДЭК"" ПАО ао",,FNDT,EQIN,,0.001,0.819,SUR,2021-06-15,17223107804,RU000A0JP2W1,DEC,1-01-55275-E,0.806,0.806,SUR,1,3,2021-06-18,2014-06-09 18:28:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 18:20:00 / 2021-06-16 18:31:10,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 18:00:00 / 2021-06-16 18:31:10
DZRD,TQBR,ДонскЗР,2120.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,Донской завод радиодеталей ао,,FNDT,EQIN,,5.0,2120.0,SUR,2021-06-15,343407,RU000A0JQW11,DZRD ao,1-01-02677-A,2125.0,2125.0,SUR,1,3,2021-06-18,2014-06-11 12:41:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-11 12:40:00 / 2021-06-16 18:49:09,2014-06-11 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-11 12:00:00 / 2021-06-16 18:49:09
DZRDP,TQBR,ДонскЗР п,1730.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,Донской завод радиодеталей ап,,FNDT,EQIN,,10.0,1720.0,SUR,2021-06-15,114469,RU000A0JQW29,DZRD pref.,2-01-02677-A,1730.0,1730.0,SUR,2,3,2021-06-18,2014-06-09 12:28:00 / 2021-06-16 18:59:59,2014-04-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 00:00:00 / 2021-06-16 00:00:00,2014-06-09 12:20:00 / 2021-06-16 18:25:10,2014-06-09 00:00:00 / 2021-06-16 21:56:08,2014-06-01 00:00:00 / 2021-06-16 00:00:00,2014-06-09 12:00:00 / 2021-06-16 18:25:10
EELT,TQBR,ЕвроЭлтех,7.82,10,1.0,A,Т+: Акции и ДР - безадрес.,2,"""ЕвропЭлектротехника"" ПАО ао",,FNDT,EQIN,,0.02,7.82,SUR,2021-06-15,610000000,RU000A0JWW54,European Eltech,1-01-83993-H,7.82,7.82,SUR,1,3,2021-06-18,2017-09-07 11:59:00 / 2021-06-16 18:59:59,2017-07-01 00:00:00 / 2021-06-16 00:00:00,2017-09-04 00:00:00 / 2021-06-16 00:00:00,2017-09-07 11:50:00 / 2021-06-16 18:47:19,2017-09-07 00:00:00 / 2021-06-16 21:56:08,2017-09-01 00:00:00 / 2021-06-16 00:00:00,2017-09-07 11:00:00 / 2021-06-16 18:47:19
